0.031214237,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
15.03326702,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
30.04547668,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
45.06101108,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
60.07635045,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
75.08856559,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
90.10065651,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
105.1126122,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
120.1159976,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
135.1256402,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
150.1377218,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
165.1496875,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
180.1497884,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
195.1652825,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
210.1772449,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
225.1894608,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
240.201551,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
255.2058163,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
270.2178905,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
285.2299919,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
300.2419469,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
315.2470961,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
330.2591822,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
345.2713993,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
360.2834885,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
375.2990353,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
390.314553,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
405.3266563,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
420.3387053,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
435.3508525,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
450.3535745,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
465.365679,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
480.377871,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
495.3899987,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
510.3932483,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
525.4052973,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
540.4173889,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
555.4293451,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
570.4446394,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
585.4599106,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
600.4721253,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
615.4840851,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
630.4963028,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
645.5004628,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
660.5124147,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
675.5246706,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
690.5365887,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
705.5520399,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
720.5530574,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
735.5651441,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
750.5772326,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
765.5893197,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
780.5925777,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
795.5942092,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
810.6062961,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
825.6183774,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
840.6212955,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
855.6274316,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
870.6393921,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
885.6516471,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
900.6521277,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
915.6591899,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
930.6710973,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
945.6833129,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
960.695272,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
975.6984131,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
990.7104454,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
1005.722412,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
1020.734625,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
1035.737557,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
1050.753263,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
1065.765223,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
1080.777446,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
1095.792701,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
1110.808175,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
1125.820427,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
1140.832469,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
1155.844565,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
1170.847788,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
1185.859986,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
1200.872093,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
1215.884174,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
1230.899665,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
1245.915104,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
1260.927153,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
1275.939155,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
1290.951185,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
1305.955039,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
1320.967256,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
1335.979279,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
1350.991426,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
1365.994602,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
1381.006817,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
1396.018777,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
1411.03099,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
1426.046381,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
1441.061814,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
1456.074032,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
1471.085989,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
1486.098189,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,
1501.101465,,,,,,,,,,,,,,,,,1
