"[1.5486656532698395, 1.3535379218550936, 1.2744677121619707, 1.081477409164161, 1.3749082568914275, 1.3612641195033657, 1.330523718780809, 1.2917283568825801]"
"[1.5475149412268163, 1.3533735346760325, 1.2739745509163298, 1.08098424857854, 1.3749082568914275, 1.3612641195033657, 1.3303593316303859, 1.283509001980888]"
"[1.5463642291948692, 1.3530447603185278, 1.2736457767535563, 1.0811486354402362, 1.3747438696854726, 1.3612641195033657, 1.3300305573301496, 1.3061944227210884]"
"[1.54554229203597, 1.3533735346760325, 1.2739745509163298, 1.081477409164161, 1.3750726440975904, 1.3612641195033657, 1.3303593316303859, 1.3096465522983152]"
"[1.5442271925934739, 1.3530447603185278, 1.2738101638348445, 1.080655474855679, 1.3749082568914275, 1.361099732314615, 1.3301949444801662, 1.2808788085172313]"
"[1.543240868021081, 1.3527159859618458, 1.273481389672466, 1.08098424857854, 1.374579482479726, 1.3607709579377334, 1.3298661701803365, 1.3297017830307267]"
"[1.5425833183106645, 1.3530447603185278, 1.2738101638348445, 1.0811486354402362, 1.3749082568914275, 1.3607709579377334, 1.3303593316303859, 1.345976111830976]"
"[1.5420901560302203, 1.3530447603185278, 1.2738101638348445, 1.0811486354402362, 1.3747438696854726, 1.3609353451260708, 1.3301949444801662, 1.3297017830307267]"
"[1.540446281776725, 1.3523872116059865, 1.2733170025915728, 1.080655474855679, 1.374415095274187, 1.3604421835616776, 1.3300305573301496, 1.2798924859814433]"
"[1.5389667949678423, 1.3527159859618458, 1.273481389672466, 1.08098424857854, 1.374415095274187, 1.3604421835616776, 1.3300305573301496, 1.2535905543124715]"
"[1.5381448578596773, 1.3527159859618458, 1.273152615510877, 1.0808198617170208, 1.3749082568914275, 1.360606570749602, 1.3300305573301496, 1.3278935243984307]"
"[1.5373229207571384, 1.3528803731400838, 1.273481389672466, 1.08098424857854, 1.3749082568914275, 1.3609353451260708, 1.330523718780809, 1.3250989429241187]"
"[1.536500983660224, 1.3525515987838133, 1.2733170025915728, 1.0813130223021101, 1.3750726440975904, 1.3604421835616776, 1.3303593316303859, 1.3116191978108398]"
"[1.5355146591513475, 1.3525515987838133, 1.2729882284303784, 1.0808198617170208, 1.374579482479726, 1.360113409186448, 1.3298661701803365, 1.2818651310601532]"
"[1.534035172403204, 1.3522228244283652, 1.2729882284303784, 1.080655474855679, 1.374086320863733, 1.3599490219991428, 1.3298661701803365, 1.2968243571717264]"
"[1.5337063975727547, 1.3525515987838133, 1.2728238413500774, 1.0804910879945144, 1.3747438696854726, 1.3596202476251518, 1.3298661701803365, 1.2915639697796706]"
"[1.5325556856732552, 1.3527159859618458, 1.2733170025915728, 1.0811486354402362, 1.3749082568914275, 1.3602777963739594, 1.3301949444801662, 1.30027648650894]"
"[1.5315693611967247, 1.3527159859618458, 1.2733170025915728, 1.0813130223021101, 1.3750726440975904, 1.3602777963739594, 1.3300305573301496, 1.309317778049045]"
"[1.5307474241391195, 1.3520584372509499, 1.2728238413500774, 1.0808198617170208, 1.374415095274187, 1.3599490219991428, 1.3300305573301496, 1.311454810683689]"
"[1.5305830367282713, 1.3527159859618458, 1.273152615510877, 1.0808198617170208, 1.3750726440975904, 1.3602777963739594, 1.3298661701803365, 1.2963311958450368]"
"[1.5292679374495584, 1.3523872116059865, 1.2729882284303784, 1.0804910879945144, 1.3750726440975904, 1.3597846348120441, 1.3300305573301496, 1.2747964863267192]"
"[1.5289391626321218, 1.3517296628967357, 1.2726594542699736, 1.080655474855679, 1.3747438696854726, 1.3592914732519863, 1.329373008732117, 1.2863035825916902]"
"[1.5282816129999377, 1.3523872116059865, 1.273152615510877, 1.08098424857854, 1.3750726440975904, 1.3596202476251518, 1.3297017830307267, 1.293536615027746]"
"[1.5274596759647474, 1.3520584372509499, 1.273152615510877, 1.08098424857854, 1.3749082568914275, 1.3592914732519863, 1.3298661701803365, 1.271344357636246]"
"[1.526637738935156, 1.3515652757199368, 1.2726594542699736, 1.0803267011335271, 1.374579482479726, 1.3589626988796466, 1.3295373958813201, 1.2739745509163298]"
"[1.5256514145070332, 1.3515652757199368, 1.2726594542699736, 1.0803267011335271, 1.374250708068856, 1.358798311693786, 1.329373008732117, 1.264933261727376]"
"[1.5251582522959928, 1.35189405007374, 1.2724950671900672, 1.0803267011335271, 1.374250708068856, 1.3589626988796466, 1.329373008732117, 1.2659195841554145]"
"[1.5246650900869656, 1.3517296628967357, 1.2728238413500774, 1.080655474855679, 1.374579482479726, 1.3591270860657134, 1.3297017830307267, 1.2506315873139253]"
"[1.5241719278799508, 1.3514008885433435, 1.2721662930308464, 1.080162314272717, 1.374250708068856, 1.358633924508132, 1.329373008732117, 1.2986326153849799]"
"[1.5241719278799508, 1.3515652757199368, 1.2723306801103582, 1.0804910879945144, 1.374579482479726, 1.358469537322684, 1.329373008732117, 1.3361128820163088]"
"[1.5235143782737286, 1.3514008885433435, 1.2721662930308464, 1.080162314272717, 1.374250708068856, 1.358798311693786, 1.329373008732117, 1.3313456545359754]"
"[1.523021216071409, 1.3514008885433435, 1.2721662930308464, 1.0803267011335271, 1.374250708068856, 1.3583051501374426, 1.3290442344343198, 1.3331539132152481]"
